passengerCount,WIFIAPTag,slice10min
2.9,W1-2C-6<W1-2-06>,2016-09-25-18-2
3.3,W1-2C-6<W1-2-06>,2016-09-25-18-3
4.4,W1-2C-6<W1-2-06>,2016-09-25-18-4
5.8,W1-2C-6<W1-2-06>,2016-09-25-18-5
10.9,W1-3A-10<W1-3-06>,2016-09-25-15-0
10.7,W1-3A-10<W1-3-06>,2016-09-25-15-1
10.8,W1-3A-10<W1-3-06>,2016-09-25-15-2
9.8,W1-3A-10<W1-3-06>,2016-09-25-15-3
10.2,W1-3A-10<W1-3-06>,2016-09-25-15-4
9.8,W1-3A-10<W1-3-06>,2016-09-25-15-5
9.2,W1-3A-10<W1-3-06>,2016-09-25-16-0
9.7,W1-3A-10<W1-3-06>,2016-09-25-16-1
9.7,W1-3A-10<W1-3-06>,2016-09-25-16-2
8.8,W1-3A-10<W1-3-06>,2016-09-25-16-3
7.3,W1-3A-10<W1-3-06>,2016-09-25-16-4
7.1,W1-3A-10<W1-3-06>,2016-09-25-16-5
7.2,W1-3A-10<W1-3-06>,2016-09-25-17-0
8.4,W1-3A-10<W1-3-06>,2016-09-25-17-1
9.0,W1-3A-10<W1-3-06>,2016-09-25-17-2
9.2,W1-3A-10<W1-3-06>,2016-09-25-17-3
8.7,W1-3A-10<W1-3-06>,2016-09-25-17-4
7.7,W1-3A-10<W1-3-06>,2016-09-25-17-5
8.2,W1-3A-10<W1-3-06>,2016-09-25-18-0
8.1,W1-3A-10<W1-3-06>,2016-09-25-18-1
7.8,W1-3A-10<W1-3-06>,2016-09-25-18-2
7.8,W1-3A-10<W1-3-06>,2016-09-25-18-3
8.2,W1-3A-10<W1-3-06>,2016-09-25-18-4
9.3,W1-3A-10<W1-3-06>,2016-09-25-18-5
3.9,W1-3A-1<W1-3-36>,2016-09-25-15-0
3.4,W1-3A-1<W1-3-36>,2016-09-25-15-1
3.6,W1-3A-1<W1-3-36>,2016-09-25-15-2
3.7,W1-3A-1<W1-3-36>,2016-09-25-15-3
4.2,W1-3A-1<W1-3-36>,2016-09-25-15-4
4.4,W1-3A-1<W1-3-36>,2016-09-25-15-5
4.6,W1-3A-1<W1-3-36>,2016-09-25-16-0
4.9,W1-3A-1<W1-3-36>,2016-09-25-16-1
4.4,W1-3A-1<W1-3-36>,2016-09-25-16-2
4.4,W1-3A-1<W1-3-36>,2016-09-25-16-3
3.9,W1-3A-1<W1-3-36>,2016-09-25-16-4
4.6,W1-3A-1<W1-3-36>,2016-09-25-16-5
4.9,W1-3A-1<W1-3-36>,2016-09-25-17-0
4.9,W1-3A-1<W1-3-36>,2016-09-25-17-1
4.5,W1-3A-1<W1-3-36>,2016-09-25-17-2
4.5,W1-3A-1<W1-3-36>,2016-09-25-17-3
4.9,W1-3A-1<W1-3-36>,2016-09-25-17-4
5.0,W1-3A-1<W1-3-36>,2016-09-25-17-5
4.9,W1-3A-1<W1-3-36>,2016-09-25-18-0
4.8,W1-3A-1<W1-3-36>,2016-09-25-18-1
5.3,W1-3A-1<W1-3-36>,2016-09-25-18-2
5.1,W1-3A-1<W1-3-36>,2016-09-25-18-3
5.1,W1-3A-1<W1-3-36>,2016-09-25-18-4
4.9,W1-3A-1<W1-3-36>,2016-09-25-18-5
6.0,W1-3A-2<W1-3-01>,2016-09-25-15-0
5.3,W1-3A-2<W1-3-01>,2016-09-25-15-1
4.2,W1-3A-2<W1-3-01>,2016-09-25-15-2
3.7,W1-3A-2<W1-3-01>,2016-09-25-15-3
4.6,W1-3A-2<W1-3-01>,2016-09-25-15-4
4.2,W1-3A-2<W1-3-01>,2016-09-25-15-5
4.3,W1-3A-2<W1-3-01>,2016-09-25-16-0
4.2,W1-3A-2<W1-3-01>,2016-09-25-16-1
4.0,W1-3A-2<W1-3-01>,2016-09-25-16-2
4.6,W1-3A-2<W1-3-01>,2016-09-25-16-3
4.4,W1-3A-2<W1-3-01>,2016-09-25-16-4
4.8,W1-3A-2<W1-3-01>,2016-09-25-16-5
5.4,W1-3A-2<W1-3-01>,2016-09-25-17-0
4.9,W1-3A-2<W1-3-01>,2016-09-25-17-1
5.6,W1-3A-2<W1-3-01>,2016-09-25-17-2
5.7,W1-3A-2<W1-3-01>,2016-09-25-17-3
5.9,W1-3A-2<W1-3-01>,2016-09-25-17-4
5.5,W1-3A-2<W1-3-01>,2016-09-25-17-5
5.3,W1-3A-2<W1-3-01>,2016-09-25-18-0
5.5,W1-3A-2<W1-3-01>,2016-09-25-18-1
5.7,W1-3A-2<W1-3-01>,2016-09-25-18-2
6.5,W1-3A-2<W1-3-01>,2016-09-25-18-3
6.8,W1-3A-2<W1-3-01>,2016-09-25-18-4
6.1,W1-3A-2<W1-3-01>,2016-09-25-18-5
4.9,W1-3A-3<W1-3-02>,2016-09-25-15-0
4.3,W1-3A-3<W1-3-02>,2016-09-25-15-1
4.9,W1-3A-3<W1-3-02>,2016-09-25-15-2
4.6,W1-3A-3<W1-3-02>,2016-09-25-15-3
4.3,W1-3A-3<W1-3-02>,2016-09-25-15-4
4.8,W1-3A-3<W1-3-02>,2016-09-25-15-5
5.0,W1-3A-3<W1-3-02>,2016-09-25-16-0
4.4,W1-3A-3<W1-3-02>,2016-09-25-16-1
5.2,W1-3A-3<W1-3-02>,2016-09-25-16-2
5.3,W1-3A-3<W1-3-02>,2016-09-25-16-3
5.2,W1-3A-3<W1-3-02>,2016-09-25-16-4
4.7,W1-3A-3<W1-3-02>,2016-09-25-16-5
4.7,W1-3A-3<W1-3-02>,2016-09-25-17-0
4.6,W1-3A-3<W1-3-02>,2016-09-25-17-1
4.2,W1-3A-3<W1-3-02>,2016-09-25-17-2
4.1,W1-3A-3<W1-3-02>,2016-09-25-17-3
4.3,W1-3A-3<W1-3-02>,2016-09-25-17-4
4.4,W1-3A-3<W1-3-02>,2016-09-25-17-5
5.1,W1-3A-3<W1-3-02>,2016-09-25-18-0
5.7,W1-3A-3<W1-3-02>,2016-09-25-18-1
5.9,W1-3A-3<W1-3-02>,2016-09-25-18-2
6.1,W1-3A-3<W1-3-02>,2016-09-25-18-3
6.6,W1-3A-3<W1-3-02>,2016-09-25-18-4
7.0,W1-3A-3<W1-3-02>,2016-09-25-18-5
6.8,W1-3A-4<W1-3-03>,2016-09-25-15-0
6.2,W1-3A-4<W1-3-03>,2016-09-25-15-1
5.5,W1-3A-4<W1-3-03>,2016-09-25-15-2
5.3,W1-3A-4<W1-3-03>,2016-09-25-15-3
6.1,W1-3A-4<W1-3-03>,2016-09-25-15-4
6.7,W1-3A-4<W1-3-03>,2016-09-25-15-5
6.9,W1-3A-4<W1-3-03>,2016-09-25-16-0
7.0,W1-3A-4<W1-3-03>,2016-09-25-16-1
7.6,W1-3A-4<W1-3-03>,2016-09-25-16-2
8.0,W1-3A-4<W1-3-03>,2016-09-25-16-3
7.9,W1-3A-4<W1-3-03>,2016-09-25-16-4
7.4,W1-3A-4<W1-3-03>,2016-09-25-16-5
6.9,W1-3A-4<W1-3-03>,2016-09-25-17-0
7.3,W1-3A-4<W1-3-03>,2016-09-25-17-1
6.6,W1-3A-4<W1-3-03>,2016-09-25-17-2
6.9,W1-3A-4<W1-3-03>,2016-09-25-17-3
6.9,W1-3A-4<W1-3-03>,2016-09-25-17-4
8.1,W1-3A-4<W1-3-03>,2016-09-25-17-5
8.1,W1-3A-4<W1-3-03>,2016-09-25-18-0
8.9,W1-3A-4<W1-3-03>,2016-09-25-18-1
9.3,W1-3A-4<W1-3-03>,2016-09-25-18-2
9.8,W1-3A-4<W1-3-03>,2016-09-25-18-3
9.9,W1-3A-4<W1-3-03>,2016-09-25-18-4
9.5,W1-3A-4<W1-3-03>,2016-09-25-18-5
6.6,W1-3A-5<W1-3-35>,2016-09-25-15-0
6.7,W1-3A-5<W1-3-35>,2016-09-25-15-1
6.7,W1-3A-5<W1-3-35>,2016-09-25-15-2
6.7,W1-3A-5<W1-3-35>,2016-09-25-15-3
6.2,W1-3A-5<W1-3-35>,2016-09-25-15-4
8.0,W1-3A-5<W1-3-35>,2016-09-25-15-5
5.9,W1-3A-5<W1-3-35>,2016-09-25-16-0
6.8,W1-3A-5<W1-3-35>,2016-09-25-16-1
7.1,W1-3A-5<W1-3-35>,2016-09-25-16-2
6.7,W1-3A-5<W1-3-35>,2016-09-25-16-3
6.2,W1-3A-5<W1-3-35>,2016-09-25-16-4
6.0,W1-3A-5<W1-3-35>,2016-09-25-16-5
6.6,W1-3A-5<W1-3-35>,2016-09-25-17-0
6.2,W1-3A-5<W1-3-35>,2016-09-25-17-1
7.2,W1-3A-5<W1-3-35>,2016-09-25-17-2
6.7,W1-3A-5<W1-3-35>,2016-09-25-17-3
6.9,W1-3A-5<W1-3-35>,2016-09-25-17-4
7.7,W1-3A-5<W1-3-35>,2016-09-25-17-5
7.4,W1-3A-5<W1-3-35>,2016-09-25-18-0
7.8,W1-3A-5<W1-3-35>,2016-09-25-18-1
8.4,W1-3A-5<W1-3-35>,2016-09-25-18-2
7.9,W1-3A-5<W1-3-35>,2016-09-25-18-3
7.4,W1-3A-5<W1-3-35>,2016-09-25-18-4
7.6,W1-3A-5<W1-3-35>,2016-09-25-18-5
4.9,W1-3A-6<W1-3-34>,2016-09-25-15-0
5.3,W1-3A-6<W1-3-34>,2016-09-25-15-1
5.3,W1-3A-6<W1-3-34>,2016-09-25-15-2
4.3,W1-3A-6<W1-3-34>,2016-09-25-15-3
4.4,W1-3A-6<W1-3-34>,2016-09-25-15-4
4.3,W1-3A-6<W1-3-34>,2016-09-25-15-5
5.1,W1-3A-6<W1-3-34>,2016-09-25-16-0
4.6,W1-3A-6<W1-3-34>,2016-09-25-16-1
4.9,W1-3A-6<W1-3-34>,2016-09-25-16-2
5.4,W1-3A-6<W1-3-34>,2016-09-25-16-3
4.5,W1-3A-6<W1-3-34>,2016-09-25-16-4
4.1,W1-3A-6<W1-3-34>,2016-09-25-16-5
4.4,W1-3A-6<W1-3-34>,2016-09-25-17-0
5.3,W1-3A-6<W1-3-34>,2016-09-25-17-1
4.8,W1-3A-6<W1-3-34>,2016-09-25-17-2
5.7,W1-3A-6<W1-3-34>,2016-09-25-17-3
5.7,W1-3A-6<W1-3-34>,2016-09-25-17-4
6.0,W1-3A-6<W1-3-34>,2016-09-25-17-5
5.0,W1-3A-6<W1-3-34>,2016-09-25-18-0
5.1,W1-3A-6<W1-3-34>,2016-09-25-18-1
4.9,W1-3A-6<W1-3-34>,2016-09-25-18-2
5.8,W1-3A-6<W1-3-34>,2016-09-25-18-3
5.1,W1-3A-6<W1-3-34>,2016-09-25-18-4
5.0,W1-3A-6<W1-3-34>,2016-09-25-18-5
6.3,W1-3A-7<W1-3-33>,2016-09-25-15-0
6.0,W1-3A-7<W1-3-33>,2016-09-25-15-1
5.6,W1-3A-7<W1-3-33>,2016-09-25-15-2
4.5,W1-3A-7<W1-3-33>,2016-09-25-15-3
4.4,W1-3A-7<W1-3-33>,2016-09-25-15-4
4.8,W1-3A-7<W1-3-33>,2016-09-25-15-5
5.2,W1-3A-7<W1-3-33>,2016-09-25-16-0
5.6,W1-3A-7<W1-3-33>,2016-09-25-16-1
5.6,W1-3A-7<W1-3-33>,2016-09-25-16-2
6.0,W1-3A-7<W1-3-33>,2016-09-25-16-3
5.0,W1-3A-7<W1-3-33>,2016-09-25-16-4
4.8,W1-3A-7<W1-3-33>,2016-09-25-16-5
4.9,W1-3A-7<W1-3-33>,2016-09-25-17-0
4.6,W1-3A-7<W1-3-33>,2016-09-25-17-1
4.7,W1-3A-7<W1-3-33>,2016-09-25-17-2
4.3,W1-3A-7<W1-3-33>,2016-09-25-17-3
4.7,W1-3A-7<W1-3-33>,2016-09-25-17-4
4.5,W1-3A-7<W1-3-33>,2016-09-25-17-5
4.6,W1-3A-7<W1-3-33>,2016-09-25-18-0
5.0,W1-3A-7<W1-3-33>,2016-09-25-18-1
4.4,W1-3A-7<W1-3-33>,2016-09-25-18-2
3.8,W1-3A-7<W1-3-33>,2016-09-25-18-3
3.9,W1-3A-7<W1-3-33>,2016-09-25-18-4
5.0,W1-3A-7<W1-3-33>,2016-09-25-18-5
8.1,W1-3A-8<W1-3-04>,2016-09-25-15-0
7.8,W1-3A-8<W1-3-04>,2016-09-25-15-1
7.0,W1-3A-8<W1-3-04>,2016-09-25-15-2
6.3,W1-3A-8<W1-3-04>,2016-09-25-15-3
7.0,W1-3A-8<W1-3-04>,2016-09-25-15-4
7.8,W1-3A-8<W1-3-04>,2016-09-25-15-5
8.3,W1-3A-8<W1-3-04>,2016-09-25-16-0
7.6,W1-3A-8<W1-3-04>,2016-09-25-16-1
7.4,W1-3A-8<W1-3-04>,2016-09-25-16-2
7.0,W1-3A-8<W1-3-04>,2016-09-25-16-3
7.3,W1-3A-8<W1-3-04>,2016-09-25-16-4
8.1,W1-3A-8<W1-3-04>,2016-09-25-16-5
8.0,W1-3A-8<W1-3-04>,2016-09-25-17-0
8.0,W1-3A-8<W1-3-04>,2016-09-25-17-1
9.1,W1-3A-8<W1-3-04>,2016-09-25-17-2
8.9,W1-3A-8<W1-3-04>,2016-09-25-17-3
9.1,W1-3A-8<W1-3-04>,2016-09-25-17-4
9.2,W1-3A-8<W1-3-04>,2016-09-25-17-5
9.7,W1-3A-8<W1-3-04>,2016-09-25-18-0
7.8,W1-3A-8<W1-3-04>,2016-09-25-18-1
7.9,W1-3A-8<W1-3-04>,2016-09-25-18-2
7.9,W1-3A-8<W1-3-04>,2016-09-25-18-3
7.3,W1-3A-8<W1-3-04>,2016-09-25-18-4
7.9,W1-3A-8<W1-3-04>,2016-09-25-18-5
7.3,W1-3A-9<W1-3-05>,2016-09-25-15-0
7.2,W1-3A-9<W1-3-05>,2016-09-25-15-1
6.9,W1-3A-9<W1-3-05>,2016-09-25-15-2
7.5,W1-3A-9<W1-3-05>,2016-09-25-15-3
8.4,W1-3A-9<W1-3-05>,2016-09-25-15-4
8.6,W1-3A-9<W1-3-05>,2016-09-25-15-5
8.4,W1-3A-9<W1-3-05>,2016-09-25-16-0
9.8,W1-3A-9<W1-3-05>,2016-09-25-16-1
9.2,W1-3A-9<W1-3-05>,2016-09-25-16-2
7.9,W1-3A-9<W1-3-05>,2016-09-25-16-3
7.4,W1-3A-9<W1-3-05>,2016-09-25-16-4
7.7,W1-3A-9<W1-3-05>,2016-09-25-16-5
9.1,W1-3A-9<W1-3-05>,2016-09-25-17-0
8.6,W1-3A-9<W1-3-05>,2016-09-25-17-1
8.3,W1-3A-9<W1-3-05>,2016-09-25-17-2
9.2,W1-3A-9<W1-3-05>,2016-09-25-17-3
9.1,W1-3A-9<W1-3-05>,2016-09-25-17-4
9.0,W1-3A-9<W1-3-05>,2016-09-25-17-5
9.1,W1-3A-9<W1-3-05>,2016-09-25-18-0
8.2,W1-3A-9<W1-3-05>,2016-09-25-18-1
7.3,W1-3A-9<W1-3-05>,2016-09-25-18-2
6.8,W1-3A-9<W1-3-05>,2016-09-25-18-3
6.8,W1-3A-9<W1-3-05>,2016-09-25-18-4
7.6,W1-3A-9<W1-3-05>,2016-09-25-18-5
4.6,W1-3B-10<W1-3-30>,2016-09-25-15-0
4.5,W1-3B-10<W1-3-30>,2016-09-25-15-1
4.3,W1-3B-10<W1-3-30>,2016-09-25-15-2
4.7,W1-3B-10<W1-3-30>,2016-09-25-15-3
4.4,W1-3B-10<W1-3-30>,2016-09-25-15-4
4.7,W1-3B-10<W1-3-30>,2016-09-25-15-5
4.9,W1-3B-10<W1-3-30>,2016-09-25-16-0
5.1,W1-3B-10<W1-3-30>,2016-09-25-16-1
4.8,W1-3B-10<W1-3-30>,2016-09-25-16-2
4.6,W1-3B-10<W1-3-30>,2016-09-25-16-3
4.7,W1-3B-10<W1-3-30>,2016-09-25-16-4
4.5,W1-3B-10<W1-3-30>,2016-09-25-16-5
4.6,W1-3B-10<W1-3-30>,2016-09-25-17-0
5.0,W1-3B-10<W1-3-30>,2016-09-25-17-1
5.1,W1-3B-10<W1-3-30>,2016-09-25-17-2
4.2,W1-3B-10<W1-3-30>,2016-09-25-17-3
3.6,W1-3B-10<W1-3-30>,2016-09-25-17-4
4.1,W1-3B-10<W1-3-30>,2016-09-25-17-5
3.6,W1-3B-10<W1-3-30>,2016-09-25-18-0
3.2,W1-3B-10<W1-3-30>,2016-09-25-18-1
3.4,W1-3B-10<W1-3-30>,2016-09-25-18-2
3.4,W1-3B-10<W1-3-30>,2016-09-25-18-3
3.8,W1-3B-10<W1-3-30>,2016-09-25-18-4
4.4,W1-3B-10<W1-3-30>,2016-09-25-18-5
5.5,W1-3B-11<W1-3-31>,2016-09-25-15-0
5.6,W1-3B-11<W1-3-31>,2016-09-25-15-1
4.9,W1-3B-11<W1-3-31>,2016-09-25-15-2
5.3,W1-3B-11<W1-3-31>,2016-09-25-15-3
4.8,W1-3B-11<W1-3-31>,2016-09-25-15-4
5.0,W1-3B-11<W1-3-31>,2016-09-25-15-5
4.7,W1-3B-11<W1-3-31>,2016-09-25-16-0
4.5,W1-3B-11<W1-3-31>,2016-09-25-16-1
5.1,W1-3B-11<W1-3-31>,2016-09-25-16-2
4.5,W1-3B-11<W1-3-31>,2016-09-25-16-3
4.5,W1-3B-11<W1-3-31>,2016-09-25-16-4
4.9,W1-3B-11<W1-3-31>,2016-09-25-16-5
5.0,W1-3B-11<W1-3-31>,2016-09-25-17-0
5.6,W1-3B-11<W1-3-31>,2016-09-25-17-1
6.0,W1-3B-11<W1-3-31>,2016-09-25-17-2
5.2,W1-3B-11<W1-3-31>,2016-09-25-17-3
6.0,W1-3B-11<W1-3-31>,2016-09-25-17-4
5.6,W1-3B-11<W1-3-31>,2016-09-25-17-5
5.5,W1-3B-11<W1-3-31>,2016-09-25-18-0
5.6,W1-3B-11<W1-3-31>,2016-09-25-18-1
5.8,W1-3B-11<W1-3-31>,2016-09-25-18-2
5.9,W1-3B-11<W1-3-31>,2016-09-25-18-3
5.7,W1-3B-11<W1-3-31>,2016-09-25-18-4
6.1,W1-3B-11<W1-3-31>,2016-09-25-18-5
8.7,W1-3B-12<W1-3-32>,2016-09-25-15-0
8.2,W1-3B-12<W1-3-32>,2016-09-25-15-1
6.5,W1-3B-12<W1-3-32>,2016-09-25-15-2
4.8,W1-3B-12<W1-3-32>,2016-09-25-15-3
3.6,W1-3B-12<W1-3-32>,2016-09-25-15-4
3.4,W1-3B-12<W1-3-32>,2016-09-25-15-5
3.9,W1-3B-12<W1-3-32>,2016-09-25-16-0
4.2,W1-3B-12<W1-3-32>,2016-09-25-16-1
4.5,W1-3B-12<W1-3-32>,2016-09-25-16-2
4.3,W1-3B-12<W1-3-32>,2016-09-25-16-3
3.6,W1-3B-12<W1-3-32>,2016-09-25-16-4
3.8,W1-3B-12<W1-3-32>,2016-09-25-16-5
5.2,W1-3B-12<W1-3-32>,2016-09-25-17-0
5.6,W1-3B-12<W1-3-32>,2016-09-25-17-1
5.9,W1-3B-12<W1-3-32>,2016-09-25-17-2
5.3,W1-3B-12<W1-3-32>,2016-09-25-17-3
4.5,W1-3B-12<W1-3-32>,2016-09-25-17-4
3.9,W1-3B-12<W1-3-32>,2016-09-25-17-5
3.5,W1-3B-12<W1-3-32>,2016-09-25-18-0
3.5,W1-3B-12<W1-3-32>,2016-09-25-18-1
3.5,W1-3B-12<W1-3-32>,2016-09-25-18-2
3.9,W1-3B-12<W1-3-32>,2016-09-25-18-3
4.1,W1-3B-12<W1-3-32>,2016-09-25-18-4
4.7,W1-3B-12<W1-3-32>,2016-09-25-18-5
5.7,W1-3B-13<W1-3-29>,2016-09-25-15-0
5.1,W1-3B-13<W1-3-29>,2016-09-25-15-1
5.1,W1-3B-13<W1-3-29>,2016-09-25-15-2
6.2,W1-3B-13<W1-3-29>,2016-09-25-15-3
5.8,W1-3B-13<W1-3-29>,2016-09-25-15-4
5.8,W1-3B-13<W1-3-29>,2016-09-25-15-5
5.5,W1-3B-13<W1-3-29>,2016-09-25-16-0
5.6,W1-3B-13<W1-3-29>,2016-09-25-16-1
6.2,W1-3B-13<W1-3-29>,2016-09-25-16-2
6.6,W1-3B-13<W1-3-29>,2016-09-25-16-3
6.7,W1-3B-13<W1-3-29>,2016-09-25-16-4
6.4,W1-3B-13<W1-3-29>,2016-09-25-16-5
6.3,W1-3B-13<W1-3-29>,2016-09-25-17-0
7.1,W1-3B-13<W1-3-29>,2016-09-25-17-1
7.1,W1-3B-13<W1-3-29>,2016-09-25-17-2
7.4,W1-3B-13<W1-3-29>,2016-09-25-17-3
6.6,W1-3B-13<W1-3-29>,2016-09-25-17-4
6.7,W1-3B-13<W1-3-29>,2016-09-25-17-5
6.8,W1-3B-13<W1-3-29>,2016-09-25-18-0
6.6,W1-3B-13<W1-3-29>,2016-09-25-18-1
7.4,W1-3B-13<W1-3-29>,2016-09-25-18-2
7.5,W1-3B-13<W1-3-29>,2016-09-25-18-3
6.2,W1-3B-13<W1-3-29>,2016-09-25-18-4
6.2,W1-3B-13<W1-3-29>,2016-09-25-18-5
6.1,W1-3B-1<W1-3-07>,2016-09-25-15-0
6.3,W1-3B-1<W1-3-07>,2016-09-25-15-1
6.4,W1-3B-1<W1-3-07>,2016-09-25-15-2
5.8,W1-3B-1<W1-3-07>,2016-09-25-15-3
4.6,W1-3B-1<W1-3-07>,2016-09-25-15-4
4.3,W1-3B-1<W1-3-07>,2016-09-25-15-5
4.8,W1-3B-1<W1-3-07>,2016-09-25-16-0
5.4,W1-3B-1<W1-3-07>,2016-09-25-16-1
5.2,W1-3B-1<W1-3-07>,2016-09-25-16-2
5.8,W1-3B-1<W1-3-07>,2016-09-25-16-3
5.2,W1-3B-1<W1-3-07>,2016-09-25-16-4
4.1,W1-3B-1<W1-3-07>,2016-09-25-16-5
4.4,W1-3B-1<W1-3-07>,2016-09-25-17-0
4.9,W1-3B-1<W1-3-07>,2016-09-25-17-1
5.5,W1-3B-1<W1-3-07>,2016-09-25-17-2
6.5,W1-3B-1<W1-3-07>,2016-09-25-17-3
6.6,W1-3B-1<W1-3-07>,2016-09-25-17-4
5.4,W1-3B-1<W1-3-07>,2016-09-25-17-5
5.3,W1-3B-1<W1-3-07>,2016-09-25-18-0
5.8,W1-3B-1<W1-3-07>,2016-09-25-18-1
6.1,W1-3B-1<W1-3-07>,2016-09-25-18-2
5.8,W1-3B-1<W1-3-07>,2016-09-25-18-3
5.6,W1-3B-1<W1-3-07>,2016-09-25-18-4
6.3,W1-3B-1<W1-3-07>,2016-09-25-18-5
4.3,W1-3B-2<W1-3-08>,2016-09-25-15-0
4.3,W1-3B-2<W1-3-08>,2016-09-25-15-1
4.4,W1-3B-2<W1-3-08>,2016-09-25-15-2
4.0,W1-3B-2<W1-3-08>,2016-09-25-15-3
3.8,W1-3B-2<W1-3-08>,2016-09-25-15-4
4.0,W1-3B-2<W1-3-08>,2016-09-25-15-5
4.2,W1-3B-2<W1-3-08>,2016-09-25-16-0
4.1,W1-3B-2<W1-3-08>,2016-09-25-16-1
4.0,W1-3B-2<W1-3-08>,2016-09-25-16-2
3.6,W1-3B-2<W1-3-08>,2016-09-25-16-3
4.3,W1-3B-2<W1-3-08>,2016-09-25-16-4
4.0,W1-3B-2<W1-3-08>,2016-09-25-16-5
3.8,W1-3B-2<W1-3-08>,2016-09-25-17-0
3.6,W1-3B-2<W1-3-08>,2016-09-25-17-1
3.3,W1-3B-2<W1-3-08>,2016-09-25-17-2
3.7,W1-3B-2<W1-3-08>,2016-09-25-17-3
3.9,W1-3B-2<W1-3-08>,2016-09-25-17-4
3.6,W1-3B-2<W1-3-08>,2016-09-25-17-5
4.1,W1-3B-2<W1-3-08>,2016-09-25-18-0
4.2,W1-3B-2<W1-3-08>,2016-09-25-18-1
4.4,W1-3B-2<W1-3-08>,2016-09-25-18-2
4.4,W1-3B-2<W1-3-08>,2016-09-25-18-3
4.6,W1-3B-2<W1-3-08>,2016-09-25-18-4
4.8,W1-3B-2<W1-3-08>,2016-09-25-18-5
5.5,W1-3B-3<W1-3-09>,2016-09-25-15-0
6.0,W1-3B-3<W1-3-09>,2016-09-25-15-1
7.2,W1-3B-3<W1-3-09>,2016-09-25-15-2
7.0,W1-3B-3<W1-3-09>,2016-09-25-15-3
7.9,W1-3B-3<W1-3-09>,2016-09-25-15-4
7.3,W1-3B-3<W1-3-09>,2016-09-25-15-5
6.5,W1-3B-3<W1-3-09>,2016-09-25-16-0
5.8,W1-3B-3<W1-3-09>,2016-09-25-16-1
6.3,W1-3B-3<W1-3-09>,2016-09-25-16-2
7.0,W1-3B-3<W1-3-09>,2016-09-25-16-3
8.2,W1-3B-3<W1-3-09>,2016-09-25-16-4
7.4,W1-3B-3<W1-3-09>,2016-09-25-16-5
6.6,W1-3B-3<W1-3-09>,2016-09-25-17-0
6.5,W1-3B-3<W1-3-09>,2016-09-25-17-1
7.1,W1-3B-3<W1-3-09>,2016-09-25-17-2
8.1,W1-3B-3<W1-3-09>,2016-09-25-17-3
8.7,W1-3B-3<W1-3-09>,2016-09-25-17-4
8.7,W1-3B-3<W1-3-09>,2016-09-25-17-5
8.7,W1-3B-3<W1-3-09>,2016-09-25-18-0
9.2,W1-3B-3<W1-3-09>,2016-09-25-18-1
9.0,W1-3B-3<W1-3-09>,2016-09-25-18-2
6.5,W1-3B-3<W1-3-09>,2016-09-25-18-3
6.3,W1-3B-3<W1-3-09>,2016-09-25-18-4
7.4,W1-3B-3<W1-3-09>,2016-09-25-18-5
4.7,W1-3B-4<W1-3-10>,2016-09-25-15-0
5.7,W1-3B-4<W1-3-10>,2016-09-25-15-1
6.5,W1-3B-4<W1-3-10>,2016-09-25-15-2
5.9,W1-3B-4<W1-3-10>,2016-09-25-15-3
5.7,W1-3B-4<W1-3-10>,2016-09-25-15-4
6.1,W1-3B-4<W1-3-10>,2016-09-25-15-5
5.4,W1-3B-4<W1-3-10>,2016-09-25-16-0
5.9,W1-3B-4<W1-3-10>,2016-09-25-16-1
5.9,W1-3B-4<W1-3-10>,2016-09-25-16-2
5.6,W1-3B-4<W1-3-10>,2016-09-25-16-3
5.8,W1-3B-4<W1-3-10>,2016-09-25-16-4
5.2,W1-3B-4<W1-3-10>,2016-09-25-16-5
4.8,W1-3B-4<W1-3-10>,2016-09-25-17-0
5.2,W1-3B-4<W1-3-10>,2016-09-25-17-1
4.9,W1-3B-4<W1-3-10>,2016-09-25-17-2
5.4,W1-3B-4<W1-3-10>,2016-09-25-17-3
6.2,W1-3B-4<W1-3-10>,2016-09-25-17-4
6.5,W1-3B-4<W1-3-10>,2016-09-25-17-5
6.3,W1-3B-4<W1-3-10>,2016-09-25-18-0
6.3,W1-3B-4<W1-3-10>,2016-09-25-18-1
6.5,W1-3B-4<W1-3-10>,2016-09-25-18-2
5.5,W1-3B-4<W1-3-10>,2016-09-25-18-3
5.1,W1-3B-4<W1-3-10>,2016-09-25-18-4
4.8,W1-3B-4<W1-3-10>,2016-09-25-18-5
4.2,W1-3B-5<W1-3-11>,2016-09-25-15-0
4.2,W1-3B-5<W1-3-11>,2016-09-25-15-1
4.2,W1-3B-5<W1-3-11>,2016-09-25-15-2
4.3,W1-3B-5<W1-3-11>,2016-09-25-15-3
4.1,W1-3B-5<W1-3-11>,2016-09-25-15-4
3.6,W1-3B-5<W1-3-11>,2016-09-25-15-5
3.7,W1-3B-5<W1-3-11>,2016-09-25-16-0
3.5,W1-3B-5<W1-3-11>,2016-09-25-16-1
3.8,W1-3B-5<W1-3-11>,2016-09-25-16-2
4.2,W1-3B-5<W1-3-11>,2016-09-25-16-3
4.5,W1-3B-5<W1-3-11>,2016-09-25-16-4
4.0,W1-3B-5<W1-3-11>,2016-09-25-16-5
3.9,W1-3B-5<W1-3-11>,2016-09-25-17-0
3.7,W1-3B-5<W1-3-11>,2016-09-25-17-1
